hotel_name_ar,hotel_name_en,city,district,zone_type,proximity_band,central_map_number,central_sector,distance_to_haram_km,verification_status,source_authority,source_url,source_map_edition,source_notes,name_method,source_catalogue
فندق دار الإيمان النور,Dar Al Eiman Al Nour Hotel,المدينة المنورة,المنطقة المركزية الغربية,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
دار الإيمان إنتركونتيننتال,Dar Al Eiman Intrkwntynntal Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,158,100,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Standardized transliteration from official-map Arabic name,Central204
فندق دار الإيمان قباء,Dar Al Eiman Quba Hotel,المدينة المنورة,قباء,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
فندق دار التقوى,Dar Al Taqwa Hotel,المدينة المنورة,المنطقة المركزية الشمالية,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
فندق دار الرضا,Dar Al Reda,المدينة المنورة,خارج المنطقة المركزية,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
فندق دار الشروق,Dar Al Shorouq Hotel,المدينة المنورة,العريض,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
فندق دار النعيم,Dar Al Naeem Hotel,المدينة المنورة,المنطقة المركزية الشمالية,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
دار الهجرة إنتركونتيننتال,Dar Al Hijrah Intrkwntynntal Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,125,100,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Standardized transliteration from official-map Arabic name,Central204
فندق دار ال يشاال,Dar Al Eshaal Hotel,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
فندق دان,Dan Hotel,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
دان بلاتينيوم,Dan Pelatenium,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
فندق دان جولدن لاونج,Dan Golden Hotel & Lounge,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
فندق دايموند كورنرز,Diamond corners Hotel,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
فندق دايموند كورنرز سيركلر,Diamond Corners Circular Hotel,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
دبل تري من هيلتون المدينة جيت,DoubleTree By Hilton Madinah Gate,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
فندق درة الإيمان,Durrat Al Eiman Hotel,المدينة المنورة,المنطقة المركزية,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
درة المدينة,Durrat Al Madinah,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,436,400,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Existing verified English name,Central204
درة طابة,Durrat Taiba,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,462,400,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Existing verified English name,Central204
فندق دلة طيبة,Dallah Taibah Hotel,المدينة المنورة,المنطقة المركزية الشمالية,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
ديار الإيمان,Diyar Al Eiman Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,141,100,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Standardized transliteration from official-map Arabic name,Central204
فندق ديار التاكوا,Diyar Altaqwa Hotel,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,,,OTA English + standardized Arabic,OTA400
ديار التقوى,Diyar Al Taqwa Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,218,200,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Standardized transliteration from official-map Arabic name,Central204
ديار الحبيب,Diyar Al Hbyb Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,461,400,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Standardized transliteration from official-map Arabic name,Central204
ديار السلام الفضي,Diyar Al Salam Al Fdy Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,208,200,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Standardized transliteration from official-map Arabic name,Central204
فندق ديار المدينة,Diyar Al Madina Hotel,المدينة المنورة,خارج المنطقة المركزية,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
ديار النخيل,Diyar Al Nkhyl Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,339,300,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Standardized transliteration from official-map Arabic name,Central204
